District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Raebareli,Robbery,2015,310,183,127,69.4
Raebareli,Robbery,2016,176,310,-134,-43.2
Raebareli,Robbery,2017,567,176,391,222.2
Raebareli,Robbery,2018,324,567,-243,-42.9
Raebareli,Robbery,2019,843,324,519,160.2
Raebareli,Robbery,2020,250,843,-593,-70.3
Raebareli,Robbery,2021,329,250,79,31.6
Raebareli,Robbery,2022,1122,329,793,241.0
Raebareli,Robbery,2023,613,1122,-509,-45.4
Raebareli,Theft,2015,206,1083,-877,-81.0
Raebareli,Theft,2016,936,206,730,354.4
Raebareli,Theft,2017,492,936,-444,-47.4
Raebareli,Theft,2018,1025,492,533,108.3
Raebareli,Theft,2019,79,1025,-946,-92.3
Raebareli,Theft,2020,823,79,744,941.8
Raebareli,Theft,2021,1033,823,210,25.5
Raebareli,Theft,2022,729,1033,-304,-29.4
Raebareli,Theft,2023,595,729,-134,-18.4
Raibareilly,Crimes Against Children,2018,44,145,-101,-69.7
Raibareilly,Crimes Against Children,2019,125,44,81,184.1
Raibareilly,Crimes Against Children,2020,426,125,301,240.8
Raibareilly,Crimes Against Children,2021,366,426,-60,-14.1
Raibareilly,Crimes Against Children,2022,412,366,46,12.6
Raibareilly,Crimes Against Children,2023,439,412,27,6.6
Raibareilly,Crimes Against SCs,2018,234,204,30,14.7
Raibareilly,Crimes Against SCs,2019,315,234,81,34.6
Raibareilly,Crimes Against SCs,2020,156,315,-159,-50.5
Raibareilly,Crimes Against SCs,2021,282,156,126,80.8
Raibareilly,Crimes Against SCs,2022,338,282,56,19.9
Raibareilly,Crimes Against SCs,2023,357,338,19,5.6
Raibareilly,Crimes Against STs,2016,0,1,-1,-100.0
Raibareilly,Crimes Against STs,2018,0,0,0,
Raibareilly,Crimes Against STs,2019,0,0,0,
Raibareilly,Crimes Against STs,2020,0,0,0,
Raibareilly,Crimes Against STs,2021,0,0,0,
Raibareilly,Crimes Against STs,2022,0,0,0,
Raibareilly,Crimes Against STs,2023,0,0,0,
Raibareilly,Crimes Against Women,2018,722,353,369,104.5
Raibareilly,Crimes Against Women,2019,730,722,8,1.1
Raibareilly,Crimes Against Women,2020,701,730,-29,-4.0
Raibareilly,Crimes Against Women,2021,559,701,-142,-20.3
Raibareilly,Crimes Against Women,2022,662,559,103,18.4
Raibareilly,Crimes Against Women,2023,726,662,64,9.7
Raibareilly,Cyber Crimes,2019,78,37,41,110.8
Raibareilly,Cyber Crimes,2020,112,78,34,43.6
Raibareilly,Cyber Crimes,2021,91,112,-21,-18.8
Raibareilly,Cyber Crimes,2022,101,91,10,11.0
Raibareilly,Cyber Crimes,2023,74,101,-27,-26.7
Raibareilly,IPC Crimes,2018,5591,2667,2924,109.6
Raibareilly,IPC Crimes,2019,6775,5591,1184,21.2
Raibareilly,IPC Crimes,2020,6067,6775,-708,-10.5
Raibareilly,IPC Crimes,2021,5018,6067,-1049,-17.3
Raibareilly,IPC Crimes,2022,6330,5018,1312,26.1
Raibareilly,IPC Crimes,2023,6381,6330,51,0.8
Raibareilly,Juvenile IPC,2019,0,0,0,
Raibareilly,Juvenile IPC,2020,0,0,0,
Raibareilly,Juvenile IPC,2021,0,0,0,
Raibareilly,Juvenile IPC,2022,0,0,0,
Raibareilly,Juvenile IPC,2023,0,0,0,
Raibareilly,Juvenile SLL,2019,0,0,0,
Raibareilly,Juvenile SLL,2020,0,0,0,
Raibareilly,Juvenile SLL,2021,0,0,0,
Raibareilly,Juvenile SLL,2022,0,0,0,
Raibareilly,Juvenile SLL,2023,0,0,0,
Raibareilly,Missing Persons,2019,0,0,0,
Raibareilly,Missing Persons,2020,0,0,0,
Raibareilly,Missing Persons,2021,88,0,88,inf
Raibareilly,Missing Persons,2022,136,88,48,54.5
Raibareilly,Missing Persons,2023,153,136,17,12.5
Raibareilly,SLL Crimes,2018,3283,2339,944,40.4
Raibareilly,SLL Crimes,2019,3245,3283,-38,-1.2
Raibareilly,SLL Crimes,2020,2674,3245,-571,-17.6
Raibareilly,SLL Crimes,2021,3952,2674,1278,47.8
Raibareilly,SLL Crimes,2022,5849,3952,1897,48.0
Raibareilly,SLL Crimes,2023,5695,5849,-154,-2.6
Rampur,Crimes Against Children,2018,123,178,-55,-30.9
Rampur,Crimes Against Children,2019,98,123,-25,-20.3
Rampur,Crimes Against Children,2020,114,98,16,16.3
Rampur,Crimes Against Children,2021,84,114,-30,-26.3
Rampur,Crimes Against Children,2022,143,84,59,70.2
Rampur,Crimes Against Children,2023,92,143,-51,-35.7
Rampur,Crimes Against SCs,2018,70,48,22,45.8
Rampur,Crimes Against SCs,2019,50,70,-20,-28.6
Rampur,Crimes Against SCs,2020,64,50,14,28.0
Rampur,Crimes Against SCs,2021,73,64,9,14.1
Rampur,Crimes Against SCs,2022,69,73,-4,-5.5
Rampur,Crimes Against SCs,2023,71,69,2,2.9
Rampur,Crimes Against STs,2016,0,5,-5,-100.0
Rampur,Crimes Against STs,2018,0,0,0,
Rampur,Crimes Against STs,2019,0,0,0,
Rampur,Crimes Against STs,2020,0,0,0,
Rampur,Crimes Against STs,2021,0,0,0,
Rampur,Crimes Against STs,2022,0,0,0,
Rampur,Crimes Against STs,2023,0,0,0,
Rampur,Crimes Against Women,2018,892,1078,-186,-17.3
Rampur,Crimes Against Women,2019,1025,892,133,14.9
Rampur,Crimes Against Women,2020,423,1025,-602,-58.7
Rampur,Crimes Against Women,2021,685,423,262,61.9
Rampur,Crimes Against Women,2022,925,685,240,35.0
Rampur,Crimes Against Women,2023,436,925,-489,-52.9
Rampur,Cyber Crimes,2019,130,18,112,622.2
Rampur,Cyber Crimes,2020,61,130,-69,-53.1
Rampur,Cyber Crimes,2021,13,61,-48,-78.7
Rampur,Cyber Crimes,2022,41,13,28,215.4
Rampur,Cyber Crimes,2023,39,41,-2,-4.9
Rampur,IPC Crimes,2018,2908,2979,-71,-2.4
Rampur,IPC Crimes,2019,2817,2908,-91,-3.1
Rampur,IPC Crimes,2020,2044,2817,-773,-27.4
Rampur,IPC Crimes,2021,2402,2044,358,17.5
Rampur,IPC Crimes,2022,2815,2402,413,17.2
Rampur,IPC Crimes,2023,2369,2815,-446,-15.8
Rampur,Juvenile IPC,2019,17,16,1,6.2
Rampur,Juvenile IPC,2020,4,17,-13,-76.5
Rampur,Juvenile IPC,2021,14,4,10,250.0
Rampur,Juvenile IPC,2022,3,14,-11,-78.6
Rampur,Juvenile IPC,2023,13,3,10,333.3
Rampur,Juvenile SLL,2019,0,6,-6,-100.0
Rampur,Juvenile SLL,2020,8,0,8,inf
Rampur,Juvenile SLL,2021,1,8,-7,-87.5
Rampur,Juvenile SLL,2022,7,1,6,600.0
Rampur,Juvenile SLL,2023,0,7,-7,-100.0
Rampur,Missing Persons,2019,0,0,0,
Rampur,Missing Persons,2020,0,0,0,
Rampur,Missing Persons,2021,3,0,3,inf
Rampur,Missing Persons,2022,0,3,-3,-100.0
Rampur,Missing Persons,2023,0,0,0,
Rampur,SLL Crimes,2018,5546,3593,1953,54.4
Rampur,SLL Crimes,2019,5571,5546,25,0.5
Rampur,SLL Crimes,2020,7855,5571,2284,41.0
Rampur,SLL Crimes,2021,3269,7855,-4586,-58.4
Rampur,SLL Crimes,2022,11101,3269,7832,239.6
Rampur,SLL Crimes,2023,10615,11101,-486,-4.4
Saharanpur,Assault,2015,920,251,669,266.5
Saharanpur,Assault,2016,916,920,-4,-0.4
Saharanpur,Assault,2017,747,916,-169,-18.4
Saharanpur,Assault,2018,138,747,-609,-81.5
Saharanpur,Assault,2019,34,138,-104,-75.4
Saharanpur,Assault,2020,1153,34,1119,3291.2
Saharanpur,Assault,2021,262,1153,-891,-77.3
Saharanpur,Assault,2022,177,262,-85,-32.4
Saharanpur,Assault,2023,321,177,144,81.4
Saharanpur,Burglary,2015,708,47,661,1406.4
Saharanpur,Burglary,2016,402,708,-306,-43.2
Saharanpur,Burglary,2017,95,402,-307,-76.4
Saharanpur,Burglary,2018,672,95,577,607.4
Saharanpur,Burglary,2019,1133,672,461,68.6
Saharanpur,Burglary,2020,172,1133,-961,-84.8
Saharanpur,Burglary,2021,662,172,490,284.9
Saharanpur,Burglary,2022,1001,662,339,51.2
Saharanpur,Burglary,2023,1134,1001,133,13.3
Saharanpur,Crimes Against Children,2018,231,166,65,39.2
Saharanpur,Crimes Against Children,2019,147,231,-84,-36.4
Saharanpur,Crimes Against Children,2020,132,147,-15,-10.2
Saharanpur,Crimes Against Children,2021,127,132,-5,-3.8
Saharanpur,Crimes Against Children,2022,202,127,75,59.1
Saharanpur,Crimes Against Children,2023,160,202,-42,-20.8
Saharanpur,Crimes Against SCs,2018,72,50,22,44.0
Saharanpur,Crimes Against SCs,2019,105,72,33,45.8
Saharanpur,Crimes Against SCs,2020,118,105,13,12.4
Saharanpur,Crimes Against SCs,2021,143,118,25,21.2
Saharanpur,Crimes Against SCs,2022,203,143,60,42.0
Saharanpur,Crimes Against SCs,2023,182,203,-21,-10.3
Saharanpur,Crimes Against STs,2016,0,40,-40,-100.0
Saharanpur,Crimes Against STs,2018,0,0,0,
Saharanpur,Crimes Against STs,2019,0,0,0,
Saharanpur,Crimes Against STs,2020,0,0,0,
Saharanpur,Crimes Against STs,2021,0,0,0,
Saharanpur,Crimes Against STs,2022,0,0,0,
Saharanpur,Crimes Against STs,2023,0,0,0,
Saharanpur,Crimes Against Women,2018,619,541,78,14.4
Saharanpur,Crimes Against Women,2019,720,619,101,16.3
Saharanpur,Crimes Against Women,2020,762,720,42,5.8
Saharanpur,Crimes Against Women,2021,817,762,55,7.2
Saharanpur,Crimes Against Women,2022,883,817,66,8.1
Saharanpur,Crimes Against Women,2023,728,883,-155,-17.6
Saharanpur,Cyber Crimes,2019,121,56,65,116.1
Saharanpur,Cyber Crimes,2020,100,121,-21,-17.4
Saharanpur,Cyber Crimes,2021,59,100,-41,-41.0
Saharanpur,Cyber Crimes,2022,79,59,20,33.9
Saharanpur,Cyber Crimes,2023,80,79,1,1.3
Saharanpur,Cybercrime,2015,964,37,927,2505.4
Saharanpur,Cybercrime,2016,583,964,-381,-39.5
Saharanpur,Cybercrime,2017,1030,583,447,76.7
Saharanpur,Cybercrime,2018,528,1030,-502,-48.7
Saharanpur,Cybercrime,2019,235,528,-293,-55.5
Saharanpur,Cybercrime,2020,926,235,691,294.0
Saharanpur,Cybercrime,2021,599,926,-327,-35.3
Saharanpur,Cybercrime,2022,733,599,134,22.4
Saharanpur,Cybercrime,2023,469,733,-264,-36.0
Saharanpur,Dowry Deaths,2015,1141,495,646,130.5
Saharanpur,Dowry Deaths,2016,711,1141,-430,-37.7
Saharanpur,Dowry Deaths,2017,152,711,-559,-78.6
Saharanpur,Dowry Deaths,2018,1179,152,1027,675.7
Saharanpur,Dowry Deaths,2019,189,1179,-990,-84.0
Saharanpur,Dowry Deaths,2020,646,189,457,241.8
Saharanpur,Dowry Deaths,2021,603,646,-43,-6.7
Saharanpur,Dowry Deaths,2022,201,603,-402,-66.7
Saharanpur,Dowry Deaths,2023,978,201,777,386.6
Saharanpur,Fraud,2015,936,598,338,56.5
Saharanpur,Fraud,2016,403,936,-533,-56.9
Saharanpur,Fraud,2017,942,403,539,133.7
Saharanpur,Fraud,2018,514,942,-428,-45.4
Saharanpur,Fraud,2019,109,514,-405,-78.8
Saharanpur,Fraud,2020,84,109,-25,-22.9
Saharanpur,Fraud,2021,550,84,466,554.8
Saharanpur,Fraud,2022,240,550,-310,-56.4
Saharanpur,Fraud,2023,638,240,398,165.8
Saharanpur,IPC Crimes,2018,3777,3588,189,5.3
Saharanpur,IPC Crimes,2019,4033,3777,256,6.8
Saharanpur,IPC Crimes,2020,4560,4033,527,13.1
Saharanpur,IPC Crimes,2021,3806,4560,-754,-16.5
Saharanpur,IPC Crimes,2022,4468,3806,662,17.4
Saharanpur,IPC Crimes,2023,4796,4468,328,7.3
Saharanpur,Juvenile IPC,2019,4,9,-5,-55.6
Saharanpur,Juvenile IPC,2020,15,4,11,275.0
Saharanpur,Juvenile IPC,2021,11,15,-4,-26.7
Saharanpur,Juvenile IPC,2022,12,11,1,9.1
Saharanpur,Juvenile IPC,2023,16,12,4,33.3
Saharanpur,Juvenile SLL,2019,6,3,3,100.0
Saharanpur,Juvenile SLL,2020,4,6,-2,-33.3
Saharanpur,Juvenile SLL,2021,11,4,7,175.0
Saharanpur,Juvenile SLL,2022,13,11,2,18.2
Saharanpur,Juvenile SLL,2023,25,13,12,92.3
Saharanpur,Kidnapping,2015,717,803,-86,-10.7
Saharanpur,Kidnapping,2016,785,717,68,9.5
Saharanpur,Kidnapping,2017,276,785,-509,-64.8
Saharanpur,Kidnapping,2018,1098,276,822,297.8
Saharanpur,Kidnapping,2019,691,1098,-407,-37.1
Saharanpur,Kidnapping,2020,104,691,-587,-84.9
Saharanpur,Kidnapping,2021,969,104,865,831.7
Saharanpur,Kidnapping,2022,841,969,-128,-13.2
Saharanpur,Kidnapping,2023,625,841,-216,-25.7
Saharanpur,Missing Persons,2019,0,0,0,
Saharanpur,Missing Persons,2020,0,0,0,
Saharanpur,Missing Persons,2021,155,0,155,inf
Saharanpur,Missing Persons,2022,221,155,66,42.6
Saharanpur,Missing Persons,2023,398,221,177,80.1
Saharanpur,Murder,2015,530,1093,-563,-51.5
Saharanpur,Murder,2016,215,530,-315,-59.4
Saharanpur,Murder,2017,1154,215,939,436.7
Saharanpur,Murder,2018,841,1154,-313,-27.1
Saharanpur,Murder,2019,253,841,-588,-69.9
Saharanpur,Murder,2020,600,253,347,137.2
Saharanpur,Murder,2021,315,600,-285,-47.5
Saharanpur,Murder,2022,837,315,522,165.7
Saharanpur,Murder,2023,140,837,-697,-83.3
Saharanpur,Rape,2015,748,472,276,58.5
Saharanpur,Rape,2016,1056,748,308,41.2
Saharanpur,Rape,2017,970,1056,-86,-8.1
Saharanpur,Rape,2018,416,970,-554,-57.1
Saharanpur,Rape,2019,87,416,-329,-79.1
Saharanpur,Rape,2020,47,87,-40,-46.0
Saharanpur,Rape,2021,1126,47,1079,2295.7
Saharanpur,Rape,2022,477,1126,-649,-57.6
Saharanpur,Rape,2023,214,477,-263,-55.1
Saharanpur,Robbery,2015,735,812,-77,-9.5
Saharanpur,Robbery,2016,442,735,-293,-39.9
Saharanpur,Robbery,2017,521,442,79,17.9
Saharanpur,Robbery,2018,390,521,-131,-25.1
Saharanpur,Robbery,2019,1036,390,646,165.6
Saharanpur,Robbery,2020,425,1036,-611,-59.0
Saharanpur,Robbery,2021,811,425,386,90.8
Saharanpur,Robbery,2022,938,811,127,15.7
Saharanpur,Robbery,2023,449,938,-489,-52.1
Saharanpur,SLL Crimes,2018,6887,4298,2589,60.2
Saharanpur,SLL Crimes,2019,7510,6887,623,9.0
Saharanpur,SLL Crimes,2020,5733,7510,-1777,-23.7
Saharanpur,SLL Crimes,2021,5712,5733,-21,-0.4
Saharanpur,SLL Crimes,2022,4404,5712,-1308,-22.9
Saharanpur,SLL Crimes,2023,2525,4404,-1879,-42.7
Saharanpur,Theft,2015,572,1014,-442,-43.6
Saharanpur,Theft,2016,1032,572,460,80.4
Saharanpur,Theft,2017,1114,1032,82,7.9
Saharanpur,Theft,2018,124,1114,-990,-88.9
Saharanpur,Theft,2019,250,124,126,101.6
Saharanpur,Theft,2020,442,250,192,76.8
Saharanpur,Theft,2021,303,442,-139,-31.4
Saharanpur,Theft,2022,303,303,0,0.0
Saharanpur,Theft,2023,936,303,633,208.9
Sambhal,Crimes Against Children,2018,300,205,95,46.3
Sambhal,Crimes Against Children,2019,210,300,-90,-30.0
Sambhal,Crimes Against Children,2020,149,210,-61,-29.0
Sambhal,Crimes Against Children,2021,164,149,15,10.1
Sambhal,Crimes Against Children,2022,198,164,34,20.7
Sambhal,Crimes Against Children,2023,184,198,-14,-7.1
Sambhal,Crimes Against SCs,2018,41,35,6,17.1
Sambhal,Crimes Against SCs,2019,58,41,17,41.5
Sambhal,Crimes Against SCs,2020,55,58,-3,-5.2
Sambhal,Crimes Against SCs,2021,66,55,11,20.0
Sambhal,Crimes Against SCs,2022,109,66,43,65.2
Sambhal,Crimes Against SCs,2023,136,109,27,24.8
Sambhal,Crimes Against STs,2016,0,4,-4,-100.0
Sambhal,Crimes Against STs,2018,0,0,0,
Sambhal,Crimes Against STs,2019,0,0,0,
Sambhal,Crimes Against STs,2020,0,0,0,
Sambhal,Crimes Against STs,2021,0,0,0,
Sambhal,Crimes Against STs,2022,0,0,0,
Sambhal,Crimes Against STs,2023,0,0,0,
Sambhal,Crimes Against Women,2018,715,602,113,18.8
Sambhal,Crimes Against Women,2019,587,715,-128,-17.9
Sambhal,Crimes Against Women,2020,488,587,-99,-16.9
Sambhal,Crimes Against Women,2021,590,488,102,20.9
Sambhal,Crimes Against Women,2022,749,590,159,26.9
Sambhal,Crimes Against Women,2023,803,749,54,7.2
Sambhal,Cyber Crimes,2019,87,37,50,135.1
Sambhal,Cyber Crimes,2020,52,87,-35,-40.2
Sambhal,Cyber Crimes,2021,41,52,-11,-21.2
Sambhal,Cyber Crimes,2022,46,41,5,12.2
Sambhal,Cyber Crimes,2023,103,46,57,123.9
Sambhal,IPC Crimes,2018,3157,2638,519,19.7
Sambhal,IPC Crimes,2019,2640,3157,-517,-16.4
Sambhal,IPC Crimes,2020,3168,2640,528,20.0
Sambhal,IPC Crimes,2021,3157,3168,-11,-0.3
Sambhal,IPC Crimes,2022,3679,3157,522,16.5
Sambhal,IPC Crimes,2023,4551,3679,872,23.7
Sambhal,Juvenile IPC,2019,0,0,0,
Sambhal,Juvenile IPC,2020,0,0,0,
Sambhal,Juvenile IPC,2021,0,0,0,
Sambhal,Juvenile IPC,2022,0,0,0,
Sambhal,Juvenile IPC,2023,0,0,0,
Sambhal,Juvenile SLL,2019,0,0,0,
Sambhal,Juvenile SLL,2020,0,0,0,
Sambhal,Juvenile SLL,2021,0,0,0,
Sambhal,Juvenile SLL,2022,0,0,0,
Sambhal,Juvenile SLL,2023,0,0,0,
Sambhal,Missing Persons,2019,0,0,0,
Sambhal,Missing Persons,2020,0,0,0,
Sambhal,Missing Persons,2021,31,0,31,inf
Sambhal,Missing Persons,2022,73,31,42,135.5
Sambhal,Missing Persons,2023,90,73,17,23.3
Sambhal,SLL Crimes,2018,2387,2622,-235,-9.0
Sambhal,SLL Crimes,2019,2568,2387,181,7.6
Sambhal,SLL Crimes,2020,2637,2568,69,2.7
Sambhal,SLL Crimes,2021,2335,2637,-302,-11.5
Sambhal,SLL Crimes,2022,7900,2335,5565,238.3
Sambhal,SLL Crimes,2023,8818,7900,918,11.6
Sant Kabirnagar,Crimes Against Children,2018,269,100,169,169.0
Sant Kabirnagar,Crimes Against Children,2019,163,269,-106,-39.4
Sant Kabirnagar,Crimes Against Children,2020,186,163,23,14.1
Sant Kabirnagar,Crimes Against Children,2021,182,186,-4,-2.2
Sant Kabirnagar,Crimes Against Children,2022,241,182,59,32.4
Sant Kabirnagar,Crimes Against Children,2023,256,241,15,6.2
Sant Kabirnagar,Crimes Against SCs,2018,121,62,59,95.2
Sant Kabirnagar,Crimes Against SCs,2019,78,121,-43,-35.5
Sant Kabirnagar,Crimes Against SCs,2020,142,78,64,82.1
Sant Kabirnagar,Crimes Against SCs,2021,165,142,23,16.2
Sant Kabirnagar,Crimes Against SCs,2022,198,165,33,20.0
Sant Kabirnagar,Crimes Against SCs,2023,178,198,-20,-10.1
Sant Kabirnagar,Crimes Against STs,2016,0,0,0,
Sant Kabirnagar,Crimes Against STs,2018,0,0,0,
Sant Kabirnagar,Crimes Against STs,2019,0,0,0,
Sant Kabirnagar,Crimes Against STs,2020,0,0,0,
Sant Kabirnagar,Crimes Against STs,2021,0,0,0,
Sant Kabirnagar,Crimes Against STs,2022,0,0,0,
Sant Kabirnagar,Crimes Against STs,2023,0,0,0,
Sant Kabirnagar,Crimes Against Women,2018,420,193,227,117.6
Sant Kabirnagar,Crimes Against Women,2019,300,420,-120,-28.6
Sant Kabirnagar,Crimes Against Women,2020,288,300,-12,-4.0
Sant Kabirnagar,Crimes Against Women,2021,356,288,68,23.6
Sant Kabirnagar,Crimes Against Women,2022,434,356,78,21.9
Sant Kabirnagar,Crimes Against Women,2023,479,434,45,10.4
Sant Kabirnagar,Cyber Crimes,2019,29,28,1,3.6
Sant Kabirnagar,Cyber Crimes,2020,48,29,19,65.5
Sant Kabirnagar,Cyber Crimes,2021,41,48,-7,-14.6
Sant Kabirnagar,Cyber Crimes,2022,38,41,-3,-7.3
Sant Kabirnagar,Cyber Crimes,2023,43,38,5,13.2
Sant Kabirnagar,IPC Crimes,2018,1427,915,512,56.0
Sant Kabirnagar,IPC Crimes,2019,1304,1427,-123,-8.6
Sant Kabirnagar,IPC Crimes,2020,1446,1304,142,10.9
Sant Kabirnagar,IPC Crimes,2021,1534,1446,88,6.1
Sant Kabirnagar,IPC Crimes,2022,2592,1534,1058,69.0
Sant Kabirnagar,IPC Crimes,2023,3447,2592,855,33.0
Sant Kabirnagar,Juvenile IPC,2019,0,0,0,
Sant Kabirnagar,Juvenile IPC,2020,0,0,0,
Sant Kabirnagar,Juvenile IPC,2021,0,0,0,
Sant Kabirnagar,Juvenile IPC,2022,0,0,0,
Sant Kabirnagar,Juvenile IPC,2023,0,0,0,
Sant Kabirnagar,Juvenile SLL,2019,0,0,0,
Sant Kabirnagar,Juvenile SLL,2020,0,0,0,
Sant Kabirnagar,Juvenile SLL,2021,0,0,0,
Sant Kabirnagar,Juvenile SLL,2022,0,0,0,
Sant Kabirnagar,Juvenile SLL,2023,0,0,0,
Sant Kabirnagar,Missing Persons,2019,0,0,0,
Sant Kabirnagar,Missing Persons,2020,0,0,0,
Sant Kabirnagar,Missing Persons,2021,93,0,93,inf
Sant Kabirnagar,Missing Persons,2022,163,93,70,75.3
Sant Kabirnagar,Missing Persons,2023,0,163,-163,-100.0
Sant Kabirnagar,SLL Crimes,2018,2470,1289,1181,91.6
Sant Kabirnagar,SLL Crimes,2019,1891,2470,-579,-23.4
Sant Kabirnagar,SLL Crimes,2020,2023,1891,132,7.0
Sant Kabirnagar,SLL Crimes,2021,2351,2023,328,16.2
Sant Kabirnagar,SLL Crimes,2022,3264,2351,913,38.8
Sant Kabirnagar,SLL Crimes,2023,3012,3264,-252,-7.7
Shahjahanpur,Assault,2015,108,298,-190,-63.8
Shahjahanpur,Assault,2016,979,108,871,806.5
Shahjahanpur,Assault,2017,926,979,-53,-5.4
Shahjahanpur,Assault,2018,710,926,-216,-23.3
Shahjahanpur,Assault,2019,143,710,-567,-79.9
Shahjahanpur,Assault,2020,1197,143,1054,737.1
Shahjahanpur,Assault,2021,1068,1197,-129,-10.8
Shahjahanpur,Assault,2022,331,1068,-737,-69.0
Shahjahanpur,Assault,2023,241,331,-90,-27.2
Shahjahanpur,Burglary,2015,381,1164,-783,-67.3
Shahjahanpur,Burglary,2016,1096,381,715,187.7
Shahjahanpur,Burglary,2017,249,1096,-847,-77.3
Shahjahanpur,Burglary,2018,81,249,-168,-67.5
Shahjahanpur,Burglary,2019,805,81,724,893.8
Shahjahanpur,Burglary,2020,526,805,-279,-34.7
Shahjahanpur,Burglary,2021,763,526,237,45.1
Shahjahanpur,Burglary,2022,1158,763,395,51.8
Shahjahanpur,Burglary,2023,300,1158,-858,-74.1
Shahjahanpur,Crimes Against Children,2018,187,280,-93,-33.2
Shahjahanpur,Crimes Against Children,2019,233,187,46,24.6
Shahjahanpur,Crimes Against Children,2020,163,233,-70,-30.0
Shahjahanpur,Crimes Against Children,2021,257,163,94,57.7
Shahjahanpur,Crimes Against Children,2022,159,257,-98,-38.1
Shahjahanpur,Crimes Against Children,2023,124,159,-35,-22.0
Shahjahanpur,Crimes Against SCs,2018,0,168,-168,-100.0
Shahjahanpur,Crimes Against SCs,2019,236,0,236,inf
Shahjahanpur,Crimes Against SCs,2020,171,236,-65,-27.5
Shahjahanpur,Crimes Against SCs,2021,313,171,142,83.0
Shahjahanpur,Crimes Against SCs,2022,263,313,-50,-16.0
Shahjahanpur,Crimes Against SCs,2023,248,263,-15,-5.7
Shahjahanpur,Crimes Against STs,2016,0,7,-7,-100.0
Shahjahanpur,Crimes Against STs,2018,0,0,0,
Shahjahanpur,Crimes Against STs,2019,0,0,0,
Shahjahanpur,Crimes Against STs,2020,0,0,0,
Shahjahanpur,Crimes Against STs,2021,0,0,0,
Shahjahanpur,Crimes Against STs,2022,0,0,0,
Shahjahanpur,Crimes Against STs,2023,0,0,0,
Shahjahanpur,Crimes Against Women,2018,1086,907,179,19.7
Shahjahanpur,Crimes Against Women,2019,969,1086,-117,-10.8
Shahjahanpur,Crimes Against Women,2020,869,969,-100,-10.3
Shahjahanpur,Crimes Against Women,2021,824,869,-45,-5.2
Shahjahanpur,Crimes Against Women,2022,759,824,-65,-7.9
Shahjahanpur,Crimes Against Women,2023,708,759,-51,-6.7
Shahjahanpur,Cyber Crimes,2019,75,43,32,74.4
Shahjahanpur,Cyber Crimes,2020,33,75,-42,-56.0
Shahjahanpur,Cyber Crimes,2021,42,33,9,27.3
Shahjahanpur,Cyber Crimes,2022,68,42,26,61.9
Shahjahanpur,Cyber Crimes,2023,50,68,-18,-26.5
Shahjahanpur,Cybercrime,2015,952,539,413,76.6
Shahjahanpur,Cybercrime,2016,1031,952,79,8.3
Shahjahanpur,Cybercrime,2017,75,1031,-956,-92.7
Shahjahanpur,Cybercrime,2018,88,75,13,17.3
Shahjahanpur,Cybercrime,2019,1132,88,1044,1186.4
Shahjahanpur,Cybercrime,2020,471,1132,-661,-58.4
Shahjahanpur,Cybercrime,2021,557,471,86,18.3
Shahjahanpur,Cybercrime,2022,377,557,-180,-32.3
Shahjahanpur,Cybercrime,2023,861,377,484,128.4
Shahjahanpur,Dowry Deaths,2015,204,1050,-846,-80.6
Shahjahanpur,Dowry Deaths,2016,1192,204,988,484.3
Shahjahanpur,Dowry Deaths,2017,940,1192,-252,-21.1
Shahjahanpur,Dowry Deaths,2018,745,940,-195,-20.7
Shahjahanpur,Dowry Deaths,2019,415,745,-330,-44.3
Shahjahanpur,Dowry Deaths,2020,510,415,95,22.9
Shahjahanpur,Dowry Deaths,2021,518,510,8,1.6
Shahjahanpur,Dowry Deaths,2022,981,518,463,89.4
Shahjahanpur,Dowry Deaths,2023,625,981,-356,-36.3
Shahjahanpur,Fraud,2015,1175,1096,79,7.2
Shahjahanpur,Fraud,2016,629,1175,-546,-46.5
Shahjahanpur,Fraud,2017,377,629,-252,-40.1
Shahjahanpur,Fraud,2018,663,377,286,75.9
Shahjahanpur,Fraud,2019,1067,663,404,60.9
Shahjahanpur,Fraud,2020,1120,1067,53,5.0
Shahjahanpur,Fraud,2021,490,1120,-630,-56.2
Shahjahanpur,Fraud,2022,156,490,-334,-68.2
Shahjahanpur,Fraud,2023,1138,156,982,629.5
Shahjahanpur,IPC Crimes,2018,5573,3915,1658,42.3
Shahjahanpur,IPC Crimes,2019,4866,5573,-707,-12.7
Shahjahanpur,IPC Crimes,2020,5298,4866,432,8.9
Shahjahanpur,IPC Crimes,2021,4928,5298,-370,-7.0
Shahjahanpur,IPC Crimes,2022,4766,4928,-162,-3.3
Shahjahanpur,IPC Crimes,2023,4471,4766,-295,-6.2
Shahjahanpur,Juvenile IPC,2019,0,0,0,
Shahjahanpur,Juvenile IPC,2020,0,0,0,
Shahjahanpur,Juvenile IPC,2021,0,0,0,
Shahjahanpur,Juvenile IPC,2022,0,0,0,
Shahjahanpur,Juvenile IPC,2023,0,0,0,
Shahjahanpur,Juvenile SLL,2019,0,0,0,
Shahjahanpur,Juvenile SLL,2020,0,0,0,
Shahjahanpur,Juvenile SLL,2021,0,0,0,
Shahjahanpur,Juvenile SLL,2022,0,0,0,
Shahjahanpur,Juvenile SLL,2023,0,0,0,
